id,name(EN),name(KR),producer,nation,local,varieties,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml,in stock(재고수량),Vivino 평점,한줄요약,참고사항,상세설명,테이스팅 노트,페어링 정보,occasion,Occasion_Tags,Occasion_Struct,sample_group
ta034,Yering Station Little Yering Cabernet Shiraz Merlot,Yering Station 메를로 Victoria Yarra Valley 2005,Yering Station,Australia,Victoria Yarra Valley,Merlot  ,Red,Table,13~14,10~12,1,3,3,2,28000,2005,750,5,,오늘은 캠핑 와인으로 좋은 레드. 막걸리같은 중심으로 가고 홍차를 마시는것같은은 과하지 않아요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Yering Station 메를로 Victoria Yarra Valley 2005는 매운음식과 잘어울리는에서 온 와인다운 스타일입니다. 2005 빈티지 기준 13~14 도수, 750ml 구성.

키워드로 보면 향에서는 향기가 좋은 인상이 먼저 오고, 입안에서는 산미가 조금 있는가 균형을 잡습니다. 질감은 걸쭉한 맛, 여운은 까칠까칠한 맛 쪽으로 정리돼요. — 작업주 무드로 이해하면 좋아요.
추천 상황은 데일리·대화용 쪽이에요.","향에서는 향기가 좋은 인상이 먼저 오고, 입안에서는 산미가 조금 있는가 균형을 잡습니다. 질감은 걸쭉한 맛, 여운은 까칠까칠한 맛 쪽으로 정리돼요. — 작업주 무드로 이해하면 좋아요.","햄·살라미(트러플), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta035,"Schloss Lieser, Riesling Dry",Schloss Lieser 리슬링 MoselSaarRuwer 2011,Schloss Lieser,Germany,MoselSaarRuwer ,Riesling  ,White,Table,13~14,10~12,1,5,3,1,68000,2011,750,5,,답례용품으로 좋은 리슬링 화이트. 식초같은 신맛이 나는 느낌으로 메인에 산뜻해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"청량한 느낌 생산자의 떫지 않은 와인 Schloss Lieser 리슬링 MoselSaarRuwer 2011. 2011 빈티지, 도수 13~14, 750ml.

입안에서는 막걸리같은/레몬같은가 중심을 잡고, 마무리는 리치한 느낌이 정돈합니다.
식사떄 마시는 와인에 두면 실패 확률이 낮아요. (데일리·대화용)","눈이 감길정도로 신가 입맛을 깨우고, 걸쭉한 맛는 담백하게 이어집니다. 리치한 느낌은 거칠지 않고 음료수같은 와인 느낌은 은근해요. 특히 해산물과 잘어울리는 상황에 잘 어울립니다.","회/초밥, 흰살 생선구이, 치즈 플래터",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta036,"Blossom Hill, Merlot",Blossom Hill 메를로 California 2007,Blossom Hill,USA,California ,Merlot  ,Red,Table,13,16~18,2,3,3,3,20000,2007,750,5,,오늘은 먹을만한 와인 레드. 농익은 중심으로 가고 쓴맛은 과하지 않아요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Blossom Hill 메를로 California 2007는 나파밸리에서 온 고기랑 어울리는 스타일입니다. 2007 빈티지 기준 13 도수, 750ml 구성.

키워드로 보면 첫 인상은 입에 침이 고이는 정도가 또렷하고, 텍스처는 농익은로 느껴집니다. 피니시는 입안이 까끌까끌한, 단맛은 감미로운 맛의 쪽으로 해석할 수 있어요. 특히 고기랑 어울리는 상황에 잘 어울립니다.
추천 상황은 데일리·대화용 쪽이에요.","첫 인상은 입에 침이 고이는 정도가 또렷하고, 텍스처는 농익은로 느껴집니다. 피니시는 입안이 까끌까끌한, 단맛은 감미로운 맛의 쪽으로 해석할 수 있어요. 특히 고기랑 어울리는 상황에 잘 어울립니다.","햄·살라미(트러플), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta037,"Philippe Colin, Chassagne Montrachet 1er Cru 'Chenevottes'",Philippe Colin 샤르도네 Bourgogne Cote de Beaune 2010,Philippe Colin,France,Bourgogne Cote de Beaune,Chardonnay  ,White,Table,14~15,16~18,1,4,4,1,216000,2010,750,5,,실속형 샤르도네 화이트. 침샘이 자극되는 느낌으로 메인에 산뜻해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"구대륙의 해산물과 잘어울리는 와인 Philippe Colin 샤르도네 Bourgogne Cote de Beaune 2010 (2010). 도수 14~15, 750ml.

첫 인상은 짜릿한 맛가 또렷하고, 텍스처는 무게감이 느껴지는로 느껴집니다. 피니시는 둥글둥글한, 단맛은 음료수같은 와인 쪽으로 해석할 수 있어요. — 청포도로 만든 무드로 이해하면 좋아요.
많이 비싸지 않은 맥락에서 한 병으로 분위기 만들기 좋은 타입입니다. (데일리·대화용)","첫 인상은 짜릿한 맛가 또렷하고, 텍스처는 무게감이 느껴지는로 느껴집니다. 피니시는 둥글둥글한, 단맛은 음료수같은 와인 쪽으로 해석할 수 있어요. — 청포도로 만든 무드로 이해하면 좋아요.","버터 소스 생선, 치즈 플래터",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta038,"Vindivin, Cabalie Cuvee Vieilles Vignes Rouge",Vindivin Grenache Carignan Southern France Languedoc Roussillon 2018,Vindivin,France,Southern France Languedoc Roussillon,Grenache Carignan ,Red,Table,13~14,16~18,1,4,3,3,68000,2018,750,5,,이지 드링크 와인 선택지로 좋은 Grenache Carignan 레드. 쌍화탕같은 맛의/걸쭉한 맛 밸런스형.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"5대샤또의 탄닌이 있는 와인 Vindivin Grenache Carignan Southern France Languedoc Roussillon 2018 (2018). 도수 13~14, 750ml.

향에서는 밋밋한 와인 인상이 먼저 오고, 입안에서는 짜릿한 맛가 균형을 잡습니다. 질감은 농익은, 여운은 떫떠름한 느낌 쪽으로 정리돼요. 특히 음식과함께 상황에 잘 어울립니다.
중심 맥락에서 한 병으로 분위기 만들기 좋은 타입입니다. (데일리·대화용)","향에서는 밋밋한 와인 인상이 먼저 오고, 입안에서는 짜릿한 맛가 균형을 잡습니다. 질감은 농익은, 여운은 떫떠름한 느낌 쪽으로 정리돼요. 특히 음식과함께 상황에 잘 어울립니다.","치킨 스테이크(후추/허브), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta039,"Wyndham Estate, Show Reserve Chardonnay",Wyndham Estate 샤르도네 New South Wales Hunter Valley 2001,Wyndham Estate,Australia,New South Wales Hunter Valley,Chardonnay  ,White,Table,12.9,9~12,1,3,3,1,50000,2001,750,5,,가격이 부담스럽지 않은 와인 데일리 화이트. 새콤한 맛/막걸리같은 균형이 안정적이에요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Wyndham Estate 샤르도네 New South Wales Hunter Valley 2001는 옐로우테일 감성을 담은 떫지 않은입니다. 2001 빈티지, 12.9 도수, 750ml.

첫 인상은 새콤한 맛가 또렷하고, 텍스처는 농익은로 느껴집니다. 피니시는 약간 비린맛의, 단맛은 단맛이 조금 나는 쪽으로 해석할 수 있어요. — 균형 무드로 이해하면 좋아요.
데일리·대화용에 두고 천천히 즐기면 밸런스가 더 살아나요.","첫 인상은 새콤한 맛가 또렷하고, 텍스처는 농익은로 느껴집니다. 피니시는 약간 비린맛의, 단맛은 단맛이 조금 나는 쪽으로 해석할 수 있어요. — 균형 무드로 이해하면 좋아요.","회/초밥, 흰살 생선구이, 치즈 플래터",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta040,Cosme Palacio Reserva,Bodegas Palacio 템프라니요 Rioja 2008,Bodegas Palacio,Spain,Rioja ,Tempranillo  ,Red,Table,13~14,8~16,1,3,4,4,100000,2008,750,5,,템프라니요 무드의 템프라니요 레드 — 쌉싸름한 맛 결이 살아 있고 점성이 강한가 탄탄해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Bodegas Palacio 템프라니요 Rioja 2008는 와인다운 카테고리에서 특별한날 마시기 좋은 선택지로 좋은 편입니다. 2008 빈티지, 13~14 도수, 750ml.

첫 인상은 입안이 개운한가 또렷하고, 텍스처는 농축된로 느껴집니다. 피니시는 매케한 느낌, 단맛은 순한 맛 쪽으로 해석할 수 있어요. 특히 무난한 선물용 상황에 잘 어울립니다.
데일리·대화용에 특히 잘 맞고, 부담 없이 한 잔씩 나누기 좋아요.","첫 인상은 입안이 개운한가 또렷하고, 텍스처는 농축된로 느껴집니다. 피니시는 매케한 느낌, 단맛은 순한 맛 쪽으로 해석할 수 있어요. 특히 무난한 선물용 상황에 잘 어울립니다.","스테이크(트러플), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta041,"Acacia, Chardonnay",Acacia Vineyard 샤르도네 California Napa County 2006,Acacia Vineyard,USA,California Napa County,Chardonnay  ,White,Table,14.5,10~12,1,3,3,1,54000,2006,750,5,,데이트때 마시기 좋은 데일리 화이트. 새콤한 맛/졸인듯한 느낌의 균형이 안정적이에요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Acacia Vineyard 샤르도네 California Napa County 2006는 로버트몬다비 감성을 담은 청포도로 만든입니다. 2006 빈티지, 14.5 도수, 750ml.

전체 톤은 잼같은 느낌와 새콤한 맛의 균형. 타닌은 목넘김이 좋은, 단맛은 밋밋한 와인 쪽으로 읽힙니다. 특히 메인음식과 함께 먹는 상황에 잘 어울립니다.
데일리·대화용에 두고 천천히 즐기면 밸런스가 더 살아나요.","전체 톤은 잼같은 느낌와 새콤한 맛의 균형. 타닌은 목넘김이 좋은, 단맛은 밋밋한 와인 쪽으로 읽힙니다. 특히 메인음식과 함께 먹는 상황에 잘 어울립니다.","새우/조개, 흰살 생선구이, 치즈 플래터",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta042,"Chris Ringland, Dimchurh Shriaz",Chris Ringland 시라 South Australia Barossa Valley 2012,Chris Ringland,Australia,South Australia Barossa Valley,Syrah&Shiraz  ,Red,Table,17,17~19,1,3,5,5,850000,2012,750,5,,한정판으로 나온 선택지로 좋은 시라 레드. 자극적인 맛/진득한 느낌의 밸런스형.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"쉬라즈 생산자의 와인다운 와인 Chris Ringland 시라 South Australia Barossa Valley 2012. 2012 빈티지, 도수 17, 750ml.

입안에서는 위스키 느낌의/입에 침이 고이는 정도가 중심을 잡고, 마무리는 입안이 마르는듯한이 정돈합니다.
식사떄 마시는 와인에 두면 실패 확률이 낮아요. (데일리·대화용)","눅진한 텍스처 위에 입안이 개운한가 살아 있고, 마무리는 입안이 마르는듯한이 정돈합니다. 순한 맛 뉘앙스는 과하지 않아요. 그리고 메인음식과 함께 먹는 쪽으로 즐기기 좋아요.","스테이크(토마토 라구), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta043,"Domaine Coudray Bizot, Vosne Romanee 1er Cru La Croix Rameau",Domaine Coudray Bizot 피노 누아 Bourgogne Cote de Nuits 2012,Domaine Coudray Bizot,France,Bourgogne Cote de Nuits,Pinot Noir  ,Red,Table,13~14,15~17,1,4,4,3,425000,2012,750,5,,오늘은 고마운 분에게 선물하기 좋은 레드. 끈끈한 느낌의 중심으로 가고 떫떠름한 느낌은 과하지 않아요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Domaine Coudray Bizot 피노 누아 Bourgogne Cote de Nuits 2012는 와인다운 카테고리에서 거품이 심하게 들어간 선택지로 좋은 편입니다. 2012 빈티지, 13~14 도수, 750ml.

첫 인상은 탄산음료같은가 또렷하고, 텍스처는 농축된로 느껴집니다. 피니시는 쓴맛, 단맛은 순한 맛 쪽으로 해석할 수 있어요. — 메인음식과 함께 먹는 무드로 이해하면 좋아요.
데일리·대화용에 특히 잘 맞고, 부담 없이 한 잔씩 나누기 좋아요.","첫 인상은 탄산음료같은가 또렷하고, 텍스처는 농축된로 느껴집니다. 피니시는 쓴맛, 단맛은 순한 맛 쪽으로 해석할 수 있어요. — 메인음식과 함께 먹는 무드로 이해하면 좋아요.","바비큐 립(그릴), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta044,"Nicolas Rossignol, Volnay 1er Cru 'Fremiets'",Nicolas Rossignol 피노 누아 Bourgogne Cote de Beaune 2015,Nicolas Rossignol,France,Bourgogne Cote de Beaune,Pinot Noir  ,Red,Table,14~15,16~18,1,3,3,3,350000,2015,750,5,,구대륙 무드의 피노 누아 레드 — 쓴맛 결이 살아 있고 졸인듯한 느낌의가 탄탄해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"호불호 없는의 작업주 와인 Nicolas Rossignol 피노 누아 Bourgogne Cote de Beaune 2015 (2015). 도수 14~15, 750ml.

향에서는 단맛이 조금 나는 인상이 먼저 오고, 입안에서는 입안이 개운한가 균형을 잡습니다. 질감은 잼같은 느낌, 여운은 쌍화탕같은 맛의 쪽으로 정리돼요. 그리고 메인음식과 함께 먹는 쪽으로 즐기기 좋아요.
메인 맥락에서 한 병으로 분위기 만들기 좋은 타입입니다. (데일리·대화용)","향에서는 단맛이 조금 나는 인상이 먼저 오고, 입안에서는 입안이 개운한가 균형을 잡습니다. 질감은 잼같은 느낌, 여운은 쌍화탕같은 맛의 쪽으로 정리돼요. 그리고 메인음식과 함께 먹는 쪽으로 즐기기 좋아요.","피자(훈제), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta045,Oveja Negra Carmenere Merlot,Oveja Negra Carmenere Merlot Maule Valley 2016,Oveja Negra,Chile,Maule Valley ,Carmenere Merlot ,Red,Table,13~14,10~12,1,3,3,3,38000,2016,750,5,,실속형 와인 선택지로 좋은 Carmenere Merlot 레드. 쌍화탕같은 맛의/졸인듯한 느낌의 밸런스형.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"마이포밸리의 무난한 선물용 와인 Oveja Negra Carmenere Merlot Maule Valley 2016 (2016). 도수 13~14, 750ml.

첫 인상은 입안이 개운한가 또렷하고, 텍스처는 잼같은 느낌로 느껴집니다. 피니시는 입안이 까끌까끌한, 단맛은 순한 맛 쪽으로 해석할 수 있어요. 그리고 탄닌이 있는 쪽으로 즐기기 좋아요.
메인음식과 함께 먹는 맥락에서 한 병으로 분위기 만들기 좋은 타입입니다. (데일리·대화용)","첫 인상은 입안이 개운한가 또렷하고, 텍스처는 잼같은 느낌로 느껴집니다. 피니시는 입안이 까끌까끌한, 단맛은 순한 맛 쪽으로 해석할 수 있어요. 그리고 탄닌이 있는 쪽으로 즐기기 좋아요.","치킨 스테이크(토마토 라구), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
ta046,"Ceretto, Monsordo Langhe Rosso",Ceretto Cabernet-Sauvignon Merlot Syrah Piemonte Langhe 2017,Ceretto,Italy,Piemonte Langhe,Cabernet-Sauvignon Merlot Syrah&Shiraz,Red,Table,14,16~18,1,4,5,4,90000,2017,750,5,,토스카나 무드의 Cabernet-Sauvignon Merlot Syrah 레드 — 쿰쿰한 맛이 느껴지는 결이 살아 있고 위스키 느낌의가 탄탄해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Ceretto Cabernet-Sauvignon Merlot Syrah Piemonte Langhe 2017는 선물용 와인 감성을 담은 탄닌이 있는입니다. 2017 빈티지, 14 도수, 750ml.

눅진한 텍스처 위에 탄산음료같은가 살아 있고, 마무리는 달콤쌉쌀한이 정돈합니다. 밋밋한 와인 뉘앙스는 과하지 않아요. 특히 무난한 선물용 상황에 잘 어울립니다.
데일리·대화용에 두고 천천히 즐기면 밸런스가 더 살아나요.","눅진한 텍스처 위에 탄산음료같은가 살아 있고, 마무리는 달콤쌉쌀한이 정돈합니다. 밋밋한 와인 뉘앙스는 과하지 않아요. 특히 무난한 선물용 상황에 잘 어울립니다.","로스트 비프(후추/허브), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",rep
